Representative_ASV	Beta	SE	P	FDR_BH
Ribonucleotide reductase large subunit, C-terminal (IPR000788)	0.68451179943237	0.633187455752196	0.293943477978219	0.829260223830661
Transcription regulator LuxR, C-terminal (IPR000792)	-0.151237274273288	0.797967804496476	0.851799786398204	0.999848737548154
ATP synthase, alpha subunit, C-terminal (IPR000793)	0.247566101690871	0.38353029139841	0.526751257378177	0.938387221079327
Beta-ketoacyl synthase (IPR000794)	-0.583993127513734	0.522364090793355	0.278274790309559	0.829260223830661
Translational (tr)-type GTP-binding domain (IPR000795)	0.235226029703894	0.804150054454674	0.773237896959883	0.991185992603124
Imidazoleglycerol-phosphate dehydratase (IPR000807)	-0.519357350446335	0.548735488310369	0.356446503269793	0.842547944765022
Mrp, conserved site (IPR000808)	-0.135248296940907	0.221523962740679	0.549139007130169	0.938387221079327
Glycosyl transferase, family 35 (IPR000811)	-0.486792891157635	0.424710968949394	0.266732397097131	0.812793383107442
Peptidase C15, pyroglutamyl peptidase I (IPR000816)	0.184757696673339	0.387301157572945	0.639074933984587	0.938475344539
Peptidase M17, leucyl aminopeptidase, C-terminal (IPR000819)	0.16695841959849	0.252729733132595	0.517221970748575	0.938387221079327
Alanine racemase (IPR000821)	0.127777028925261	0.446176604200813	0.777855522170189	0.991185992603124
SUF system FeS cluster assembly, SufBD (IPR000825)	-0.167674331827234	0.296594022962559	0.578826623010217	0.938387221079327
DAGK family (IPR000829)	0.328330121552147	0.350891590429774	0.36181123957651	0.849564943931287
MarR-type HTH domain (IPR000835)	-0.265918048113419	0.544304173269482	0.631061418252472	0.938387221079327
Phosphoribosyltransferase domain (IPR000836)	1.34675496060457	0.580152740328607	0.032201878363475	0.687429738653897
RNA polymerase sigma factor 70, ECF, conserved site (IPR000838)	0.136703257221664	0.273086110249553	0.622727597101028	0.938387221079327
Phosphoribosyl pyrophosphate synthetase, conserved site (IPR000842)	0.247400335407888	0.254294184450355	0.343501476042246	0.831300774872257
LacI-type HTH domain (IPR000843)	-0.529075426787971	0.625652869797491	0.408856126968943	0.892366862876965
Nucleoside phosphorylase domain (IPR000845)	-0.611795879713911	0.467992204590382	0.207571953294584	0.777382397396256
Dihydrodipicolinate reductase, N-terminal (IPR000846)	-0.18797621389944	0.169750521344607	0.282714246931379	0.829260223830661
Transcription regulator HTH, LysR (IPR000847)	0.248495604976146	0.458004588617296	0.59408656264672	0.938387221079327
Adenylate kinase/UMP-CMP kinase (IPR000850)	-0.294683732221819	0.413410378014125	0.485101198633402	0.938387221079327
Ribosomal protein S5 (IPR000851)	0.102586625994509	0.238194365897586	0.671810772133792	0.948117698247825
Porphobilinogen deaminase (IPR000860)	0.471552367220928	0.539283814838149	0.393415377973299	0.885132423334091
Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant (IPR000866)	-0.0330857967785858	0.210497912710205	0.876853640787191	0.999848737548154
Isochorismatase-like (IPR000868)	-0.100395835293018	0.322124195203428	0.758873839445585	0.991185992603124
Homoserine kinase (IPR000870)	-0.0387810200698576	0.233546931065228	0.869966669253377	0.999848737548154
AMP-dependent synthetase/ligase domain (IPR000873)	-0.804898881968205	0.652827090859692	0.233457327269426	0.777382397396256
Tetrapyrrole methylase (IPR000878)	-0.493160838895567	0.459802926749835	0.297643630139805	0.829260223830661
Cytochrome c oxidase subunit I (IPR000883)	0.902830519490184	0.548876511238417	0.11734688095553	0.719070155704038
KDPG/KHG aldolase (IPR000887)	0.324695235634341	0.326072811351645	0.332558165447017	0.830123119282402
Aliphatic acid kinase, short-chain (IPR000890)	0.0109438857732967	0.571348124095799	0.984928586006183	0.999848737548154
Pyruvate carboxyltransferase (IPR000891)	-0.152482755018674	0.340305802923841	0.659445012536776	0.943557930572521
Signal recognition particle, SRP54 subunit, GTPase domain (IPR000897)	0.618405708972247	0.515094357249665	0.24548078951119	0.786911586029446
Gcp-like domain (IPR000905)	0.106883374907704	0.283825065822015	0.710886746122911	0.965866220181081
Ribosomal protein L11/L12 (IPR000911)	0.269397333235958	0.366887545862538	0.472237213558036	0.938387221079327
Solute-binding protein family 5 domain (IPR000914)	0.0751732540310128	0.521118423277204	0.886902972702724	0.999848737548154
Sulfatase, N-terminal (IPR000917)	0.396688008272635	0.459155176427112	0.398981077047447	0.890345156260591
Glutamyl/glutaminyl-tRNA synthetase (IPR000924)	-0.0920816633818035	0.612003121732819	0.882075355370986	0.999848737548154
GTP cyclohydrolase II, RibA (IPR000926)	0.00493262059471086	0.28188081181953	0.986231073293017	0.999848737548154
Glycoside hydrolase, family 29 (IPR000933)	-0.403947635103714	0.311182058636087	0.210638207133278	0.777382397396256
Enolase (IPR000941)	0.397226303378828	0.415183242648302	0.351368416529988	0.83606691232077
RNA polymerase sigma-70 (IPR000943)	0.586660062804125	0.72491709783351	0.428923251932495	0.901070718751562
Transcription regulator Rrf2 (IPR000944)	-0.454614313290764	0.248228876431993	0.0836391759361969	0.687429738653897
Peptidase M24 (IPR000994)	-0.497339813505168	0.580085690542368	0.402519596100892	0.892366862876965
Ribonuclease III domain (IPR000999)	0.849864335661765	0.56781459679914	0.151793200944698	0.764157352318433
DNA polymerase III, beta sliding clamp (IPR001001)	-0.111032086597484	0.511014418620083	0.83043570255273	0.999848737548154
Ferrochelatase (IPR001015)	0.653109082751216	0.424327051863699	0.141158713779478	0.745521924207679
Dehydrogenase, E1 component (IPR001017)	-0.220602040552407	0.192020681375528	0.265657803455029	0.812793383107442
Guanine nucleotide binding protein (G-protein), alpha subunit (IPR001019)	-0.552709192529086	0.328550181848077	0.109783112292541	0.718955870876286
Ribosomal protein L25, long-form (IPR001021)	0.154053182980443	0.296972377119286	0.610256940595949	0.938387221079327
Flagellin, N-terminal domain (IPR001029)	0.261763274780194	0.323716020568988	0.42929248436433	0.901301696133228
Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain (IPR001030)	-1.12245131479835	0.75749628274962	0.155690722345094	0.764157352318433
DeoR-type HTH domain (IPR001034)	-0.362665487743714	0.436341255289033	0.416777866923607	0.894120512471546
Acriflavin resistance protein (IPR001036)	-0.037005413816662	0.977283957138623	0.97021166380754	0.999848737548154
2Fe-2S ferredoxin-type iron-sulfur binding domain (IPR001041)	0.307964839628343	0.515410705915961	0.557607493130154	0.938387221079327
Spermidine/spermine synthases (IPR001045)	0.162310247530078	0.206514718625147	0.442120925825467	0.910211090497964
NRAMP family (IPR001046)	0.261639947642554	0.606431987421406	0.671270461332847	0.948117698247825
Aspartate/glutamate/uridylate kinase (IPR001048)	-0.256679751420705	0.293776698725858	0.393776326708371	0.885474762232343
Adenylyl cyclase class-3/4/guanylyl cyclase (IPR001054)	0.350123764823714	0.388659305792093	0.379563556734336	0.865911266331532
Adrenodoxin (IPR001055)	0.19807646733167	0.412930367647059	0.637228250590372	0.938387221079327
Glutamate/acetylglutamate kinase (IPR001057)	-0.552709192529086	0.328550181848077	0.109783112292541	0.718955870876286
Translation elongation factor P/YeiP, central (IPR001059)	0.308301644043691	0.359129077692253	0.401920280992518	0.892366862876965
Transcription antitermination protein, NusG (IPR001062)	0.275707489019297	0.33912513426292	0.426843342225501	0.897501985803987
Ribosomal protein L22/L17 (IPR001063)	0.126995013315606	0.328847303072212	0.703888393065727	0.965866220181081
NIF system FeS cluster assembly, NifU, C-terminal (IPR001075)	-0.245515409534641	0.21070685858698	0.259148117992507	0.805753056016291
2-oxoacid dehydrogenase acyltransferase, catalytic domain (IPR001078)	0.278671583086064	0.25956667667563	0.297183114715426	0.829260223830661
Serine hydroxymethyltransferase (IPR001085)	0.315151565831263	0.394197296221743	0.434438033991998	0.908682516811587
Prephenate dehydratase (IPR001086)	-0.308368448951714	0.484493418123016	0.532477288106076	0.938387221079327
GDSL lipase/esterase (IPR001087)	-0.6632410738691	0.523598359517979	0.221409434774693	0.777382397396256
Restriction/modification DNA-methyltransferase (IPR001091)	0.678295884998167	0.675571075684574	0.32866984339179	0.829260223830661
IMP dehydrogenase/GMP reductase (IPR001093)	-0.550299151204919	0.593504151271348	0.366087399841454	0.851402743364366
Flavodoxin-like (IPR001094)	0.307926788579711	0.381419436348513	0.430022876548801	0.901942146114472
Acetyl-CoA carboxylase, alpha subunit (IPR001095)	0.477988448723962	0.541228077748637	0.388795548292049	0.877531623366992
DNA-directed DNA polymerase, family A, palm domain (IPR001098)	0.542770038380195	0.361632988547615	0.150722771241907	0.762794249104293
Aromatic amino acid lyase (IPR001106)	-0.502365148490855	0.330033169684841	0.145341777644008	0.757396949053733
Band 7 domain (IPR001107)	0.202619484664963	0.302955447616914	0.512104044445053	0.938387221079327
Hydrogenase expression/formation protein, HupF/HypC (IPR001109)	0.328537272422813	0.401835153185968	0.424280842723572	0.895919431255194
Adenylosuccinate synthetase (IPR001114)	0.298766211185209	0.536371844931092	0.584378683013265	0.938387221079327
S-layer homology domain (IPR001119)	0.35103237218229	0.595176089630837	0.562658712891398	0.938387221079327
Amino acid exporter protein, LeuE-type (IPR001123)	0.321846185542762	0.269592829553532	0.24804390321434	0.792134181876518
Phosphotransferase system, sugar-specific permease EIIA type 1 (IPR001127)	-0.403947635103714	0.311182058636087	0.210638207133278	0.777382397396256
Cytochrome P450 (IPR001128)	-0.641872706065212	0.298867563226009	0.0456052580550911	0.687429738653897
