Representative_ASV	Beta	SE	P	FDR_BH	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7
45756	0.492412142129808	1.42583830789005	0.733834848538884	0.845611017521627	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	NA
45784	-1.3218572435144	1.14937329581004	0.26516694838799	0.47445019032551	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Megasphaera	NA
45786	0.324886532393652	1.01337108918214	0.752205797983946	0.851010325490676	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Veillonella	NA
45748	0.525068306403667	1.43601480867149	0.718893321661527	0.83678552235075	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	NA
1837	1.33774026043712	0.512169599939492	0.0176515737516131	0.0614274766556137	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	NA
1853	1.74123640751383	0.65724628072247	0.016313318898438	0.0571513588254002	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	NA
45220	1.15272134824321	0.728442469583909	0.130959338644305	0.324616953600787	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dubosiella	NA
45226	-0.080421715680347	1.07775904028867	0.941340584516999	0.963489774740928	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalibaculum	NA
1688	1.3612749568492	0.82705574396329	0.117126756727935	0.302674094118723	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA
1696	-0.374097300537666	1.17917832908387	0.754702402477732	0.851010325490676	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	NA
45295	1.18393332547366	0.848385713133494	0.179840158001386	0.401112532899053	k__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	NA
45329	0.78573999651395	1.29559027962784	0.551773902418036	0.741720525685716	k__Bacteria	p__Firmicutes	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__Christensenellaceae R-7 group	NA
45479	0.139815209805851	0.781140408005623	0.859945949918916	0.914239889730498	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Stomatobaculum	NA
45473	-0.942945738592929	0.897740981299476	0.30745364119789	0.519387704547892	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oribacterium	NA
45584	0.290650170494801	0.672831208561993	0.670885672906093	0.805933395149622	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Mogibacterium	NA
45617	0.358674100846592	0.7903707080519	0.655393118551166	0.793173048122965	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Peptoniphilus	NA
46354	0.337354541163992	1.05558718632266	0.752959056512183	0.851010325490676	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	NA
46315	-0.36704348151246	0.766908275612381	0.637984038877329	0.781755089891939	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__uncultured	NA
46260	0.52865178296761	1.0548551896098	0.622331652088247	0.775836296950326	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Acidovorax	NA
46298	-0.596917005649277	0.671146706617135	0.385521333950135	0.600722794990957	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhodoferax	NA
46272	0.835591135470501	1.09412294151229	0.454935556986464	0.65601204626225	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Delftia	NA
46230	1.1972420761901	1.19271601188384	0.328781732106309	0.534654405481287	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Ralstonia	NA
3698	1.16726995605287	0.739427039596063	0.131836770427906	0.324616953600787	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	NA
3690	-0.753741984681391	0.96933637006519	0.446913718699443	0.646229809310552	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Actinobacillus	NA
3691	-0.623795152390009	1.03231531580522	0.55320634035633	0.741720525685716	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Aggregatibacter	NA
46463	-1.58378137515095	1.39979429501958	0.272719955992995	0.479325983260416	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
26828	0.00224981215858914	1.39122341313906	0.998727492159455	0.998727492159455	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Steroidobacter	NA
3327	0.102543129255152	1.34056486492021	0.939871108017281	0.963489774740928	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Succinivibrionaceae	g__Anaerobiospirillum	NA
3723	0.337005378720063	1.06280508942612	0.754823334678512	0.851010325490676	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA
3818	0.608970021281563	0.673672158742735	0.377958264717165	0.594259681272169	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	NA
26151	0.626921296720784	1.14435611985379	0.590533053399609	0.77257707737994	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	NA
26083	-0.127140323640469	1.03577164858681	0.9036657143262	0.943427005756553	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Pleomorphomonadaceae	g__Chthonobacter	NA
2852	1.91435908136793	1.18333279637075	0.12310166120055	0.31398501766135	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	NA
45860	-0.471473372080907	0.835396059074837	0.579467057540077	0.763750884898439	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	NA
45867	0.519085660964241	0.848493207685223	0.548337677383961	0.741534372006289	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	NA
45872	0.868484897873698	1.0558482472635	0.421529085435282	0.63332501095989	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__uncultured	NA
43656	0.730535101917237	1.16752368118715	0.539356481543145	0.736255418662985	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	NA
43329	-0.285236463996589	0.68247581857992	0.680931799615241	0.813378488327587	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	NA
43773	-0.242427717079874	0.663109860154408	0.718930432614332	0.83678552235075	k__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	NA
45003	-0.148474677349682	0.720162600125721	0.838973436196346	0.904843251434902	k__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	NA
44495	2.06431006457412	0.893696569638853	0.0329635423081742	0.10890486762574	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__uncultured	NA
44513	1.96905092653999	0.972761767843146	0.0580514070313274	0.171202454634762	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	NA
3704	-0.481988876548485	0.776996931674076	0.542820030221944	0.736255418662985	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Otariodibacter	NA
3706	0.0620422764417524	0.91310865563188	0.94657753049824	0.966953954833818	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Phocoenobacter	NA
3708	0.0756951774037634	0.670555967776417	0.911371797105091	0.945797371946039	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__uncultured	NA
14674	-0.624027490539357	0.58328460795715	0.298823691214639	0.509938133816342	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Frederiksenia	NA
3692	-0.889465256952898	0.673984298767158	0.203470833540527	0.41651676513002	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Avibacterium	NA
3697	0.267735416865033	0.412778199334925	0.524774670827906	0.727928571125183	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Gallibacterium	NA
3705	-0.876255917134585	0.669623920760804	0.20713974336968	0.420727416494057	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Pasteurella	NA
26797	-0.225364966735885	0.533581780154883	0.67776254772287	0.81144965575995	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Rodentibacter	NA
46360	-1.14665655995454	0.859813054381165	0.19896251216736	0.415021364271888	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__uncultured	NA
46273	-0.0410884559791669	0.852900424947199	0.962107305190902	0.977081737956519	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Diaphorobacter	NA
46269	-0.252470016788004	0.910377137393903	0.784690720873784	0.873365791676152	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	NA
46327	0.767210389271095	0.717280592436629	0.298929250857855	0.509938133816342	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Hydrogenophilaceae	g__Hydrogenophilus	NA
3711	1.58049562590832	1.12900596058119	0.178543034190571	0.399997698916216	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	NA
26328	-0.530439071984563	0.852087141510819	0.541408471235752	0.736255418662985	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Beggiatoales	f__Beggiatoaceae	g__Beggiatoa	NA
25953	1.15403264732376	0.904631038242068	0.218281407832266	0.438241903417088	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Skermanella	NA
11439	-0.56252878617486	0.645097410424068	0.394688136997981	0.611356698851471	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales Incertae Sedis	g__Phreatobacter	NA
2642	0.212362096064677	0.447759658900962	0.641005028732875	0.783617388755411	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rubellimicrobium	NA
1851	0.84920532929236	1.7004366399544	0.623543716037141	0.775836296950326	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	NA
1831	-1.0618783699181	0.835358881556053	0.219852196440173	0.439504660728224	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	NA
45286	-0.0911869449764684	1.10070538052267	0.934889833602077	0.960654514055677	k__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella	NA
45150	0.612714544479448	0.333970755765646	0.0831432880800041	0.230855299881713	k__Bacteria	p__Firmicutes	c__Bacilli	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	NA
45574	0.146966504719614	0.653704825483544	0.824651074738162	0.894943577990271	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__	g__Anaerococcus	NA
45587	-0.148818401168976	0.527923913413617	0.781240461595197	0.871383591779259	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__[Eubacterium] nodatum group	NA
45623	0.247408542594053	0.777889131241444	0.754106468083943	0.851010325490676	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Filifactor	NA
45629	-0.192324352205569	1.21924675654782	0.876417496656169	0.927971467047708	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Peptostreptococcus	NA
45616	0.610992213031929	0.810585379198861	0.460736487441871	0.661345068447635	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__	g__Parvimonas	NA
45427	0.575920728674114	0.643227028997926	0.382411372240181	0.599455664592716	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella	NA
45444	-0.194457450262416	0.765756330045138	0.802418713258462	0.886391209981142	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum	NA
45502	-1.75557876740865	1.06354049042671	0.116140741927304	0.301889360828086	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__uncultured	NA
46624	0.902227013664466	1.20503559485318	0.463701714658686	0.661345068447635	k__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	NA
43698	0.611497169627849	1.15585085975296	0.603237895720489	0.773163592763802	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	NA
43354	0.304806399365114	0.581183678554614	0.606359196372194	0.773163592763802	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	NA
1686	-0.849851697649408	0.858007384145863	0.335061385791584	0.541492394375254	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Anoxybacillus	NA
1727	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Virgibacillus	NA
1722	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Tenuibacillus	NA
1700	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Halobacillus	NA
1707	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Oceanobacillus	NA
1729	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__uncultured	NA
1726	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Ureibacillus	NA
1718	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Saliterribacillus	NA
1684	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Amphibacillus	NA
1708	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Ornithinibacillus	NA
1767	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Solibacillus	NA
1762	0.542264070650018	0.250665760614524	0.0442183616663944	0.141607268649435	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Lysinibacillus	NA
25618	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__[Renibacterium] salmoninarum group	NA
11273	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Psychrobacillus	NA
1768	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	NA
25617	0.542800892884075	0.504876963239017	0.296523840742538	0.509162647590805	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Savagea	NA
1764	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Planococcus	NA
11272	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Domibacillus	NA
1769	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Viridibacillus	NA
1754	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Bhargavaea	NA
1773	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Sporolactobacillaceae	g__Sporolactobacillus	NA
1852	0.47441830180026	0.531864659038492	0.3841674234701	0.600405374405366	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactovum	NA
45259	0.256165008374696	0.437981702331952	0.565891185060402	0.750068185366926	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Floricoccus	NA
1821	0.278979742687308	0.680366424075485	0.68661321195998	0.814572946916158	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Granulicatella	NA
11279	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Jeotgalibaca	NA
1808	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Globicatella	NA
1804	0.485722693750567	0.799179878113565	0.550927647989373	0.741720525685716	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	NA
45258	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Listeria	NA
45257	0.77564975689887	0.559964115283494	0.182926027854448	0.40120750647068	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Brochothrix	NA
1843	0.512056599934267	0.505835297225434	0.324810063515368	0.532420359938466	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
1841	0.183083543558768	0.1253218323263	0.16127761766249	0.374164072976978	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Leuconostoc	NA
45262	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Vagococcaceae	g__Vagococcus	NA
45277	-1.22876926078652	0.716917960687696	0.103703812855408	0.273400961164257	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	NA
45281	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__uncultured	NA
45274	-0.169030579604596	0.36134050522608	0.645550450831712	0.7870512523314	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Cohnella	NA
45242	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium	NA
45221	0.624427431806889	0.360218006431068	0.100107544442813	0.267980195893068	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	NA
45182	0.4163263076845	0.806567079809193	0.612018047531493	0.773163592763802	k__Bacteria	p__Firmicutes	c__Bacilli	o__Brevibacillales	f__Brevibacillaceae	g__Brevibacillus	NA
45162	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Firmicutes	c__Bacilli	o__Alicyclobacillales	f__Alicyclobacillaceae	g__Effusibacillus	NA
43534	0.769681736952766	0.397085389477148	0.0684291485012731	0.195191341626582	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	NA
43509	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Curtobacterium	NA
43493	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Agromyces	NA
43528	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Leucobacter	NA
43356	-0.0603147489710866	0.285421348431479	0.835012995364221	0.904308679626812	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Gordonia	NA
43359	-0.0898229340999307	0.632394022772165	0.888629010912971	0.932136857289061	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Rhodococcus	NA
43344	-0.26961922513976	1.05989743156954	0.802083541952133	0.886391209981142	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	NA
43715	-0.0925839563752696	0.307855004318186	0.767059709411996	0.861086383468951	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	NA
43648	0.600348523023565	0.305123477526996	0.0647231952489262	0.186660264751047	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	NA
43314	-1.06673889522274	0.913653998084154	0.258221270566635	0.468026052902026	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	NA
43305	0.368695398434519	0.0774918942293733	0.00015722550221796	0.000594722551867934	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Microtrichaceae	g__Sva0996 marine group	NA
46221	-1.47859616963125	0.975240861360811	0.146850501879302	0.348436190822709	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia-Caballeronia-Paraburkholderia	NA
46388	0.205175048482119	0.877515944167309	0.817768386760518	0.891314767644532	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	NA
46419	0.295742904861974	0.551873272747977	0.59859543360014	0.773163592763802	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Propionivibrio	NA
