Representative_ASV	Beta	SE	P	FDR_BH	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7
45756	0.712888468564289	1.40616260322374	0.618327172023712	0.789160840577941	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	NA
45784	-1.13969089395758	1.14804600439736	0.334003768555751	0.562419248987425	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Megasphaera	NA
45786	0.221689804717841	1.01048568773084	0.828815375134126	0.908069442193682	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Veillonella	NA
45748	0.781275877552727	1.4100477356631	0.586344162707677	0.77096134240153	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	NA
1837	1.17489370553836	0.512547424845141	0.0341585336564464	0.118084467342152	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	NA
1853	1.8792929978636	0.62301236133095	0.00741502073515326	0.0276474344553572	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	NA
45220	0.919678304823679	0.715331418058458	0.214854052358755	0.445054822743135	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dubosiella	NA
45226	0.0404049245340523	1.07216234365618	0.970353287584164	0.983542555570745	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalibaculum	NA
1688	1.04203547617183	0.800483184235934	0.209413259996202	0.442571679614607	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA
1696	-1.04523959030553	0.978779823412356	0.299678917407401	0.535595032813648	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	NA
45295	0.740261164272354	0.775452518754673	0.352416269828297	0.576897234850043	k__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	NA
45329	0.99911561408336	1.27241251467107	0.442541606276675	0.66191036812729	k__Bacteria	p__Firmicutes	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__Christensenellaceae R-7 group	NA
45479	0.0536768105859029	0.777723857185463	0.945736378925629	0.96420779257652	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Stomatobaculum	NA
45473	-1.25735572582163	0.82717130726217	0.145865308118592	0.357472726938522	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oribacterium	NA
45584	0.123882872941262	0.658110020958521	0.852794153855173	0.91891318638797	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Mogibacterium	NA
45617	0.0606729100639793	0.746191809146417	0.936092652252429	0.956243374707961	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Peptoniphilus	NA
46354	0.289487284437259	1.05546229334894	0.786995944255368	0.892112220622822	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	NA
46315	-0.386381079269576	0.766174790489396	0.620168515183426	0.789580402257923	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__uncultured	NA
46260	0.265435936360862	1.03245072856896	0.800022771245536	0.896643084637926	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Acidovorax	NA
46298	-0.521020767658361	0.671042550390201	0.447575631752904	0.663710569726336	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhodoferax	NA
46272	0.429578170745115	1.04247017029928	0.685148768888308	0.830574061976747	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Delftia	NA
46230	0.760751330224145	1.1443415412458	0.514610056386724	0.724394148395157	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Ralstonia	NA
3698	1.05726640938788	0.74172174450665	0.171146250351733	0.397059300816021	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	NA
3690	-0.796813563578239	0.966612426271807	0.420538311238206	0.636292749177807	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Actinobacillus	NA
3691	-0.711594346216171	1.02599510019911	0.496808373803753	0.707997814277891	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Aggregatibacter	NA
46463	-1.21837180337545	1.37978360764426	0.388868508009534	0.611745963530322	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
26828	0.185956304388673	1.38027022396138	0.894324702289972	0.937424687942501	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Steroidobacter	NA
3327	0.285282722769687	1.32854790563954	0.832389722277886	0.909011370353675	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Succinivibrionaceae	g__Anaerobiospirillum	NA
3723	-0.245839371938051	0.919929992003166	0.792324495547555	0.89329025199962	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA
3818	0.674742056001794	0.667456716755647	0.325454096558846	0.560115488586118	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	NA
26151	0.217065999165794	1.08960013101053	0.844326695083999	0.915553728325511	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	NA
26083	-0.322974180058378	1.01765005387841	0.754612839286865	0.873409982500539	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Pleomorphomonadaceae	g__Chthonobacter	NA
2852	1.4069130062081	1.13001730328407	0.229084151521507	0.463495841450491	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	NA
45860	-0.41895202474997	0.835559944432573	0.622164594927637	0.790194449032181	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	NA
45867	0.134871434077507	0.78071479468956	0.864772636559192	0.91891318638797	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	NA
45872	0.941577500242075	1.05022084614319	0.381792518537922	0.609466956198151	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__uncultured	NA
43656	0.26456550938708	1.09814468779033	0.8123396223811	0.902215495495604	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	NA
43329	-0.356260290522732	0.677489250802465	0.605408562468875	0.786127536340181	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	NA
43773	-0.312392808956735	0.658356696917311	0.640846357018881	0.808023667545546	k__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	NA
45003	-0.246103360778785	0.713065914803882	0.733993834970547	0.864886640755363	k__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	NA
44495	1.5708131022029	0.8325572266554	0.0754337813707442	0.232996650151056	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__uncultured	NA
44513	1.50277086074995	0.923583805900538	0.121092044011105	0.320863182608105	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	NA
3704	-0.705718815147599	0.739449555352524	0.352531612490905	0.576897234850043	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Otariodibacter	NA
3706	-0.357181712534328	0.823898632562726	0.669783450928557	0.824591890058271	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Phocoenobacter	NA
3708	-0.227776220382172	0.607850985602201	0.712244306556495	0.852578293989244	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__uncultured	NA
14674	-0.726570859386065	0.568917209555396	0.217791697188012	0.447587661150166	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Frederiksenia	NA
3692	-1.12056012193627	0.619233716905529	0.0870899045954041	0.261269713786212	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Avibacterium	NA
3697	0.140883161222754	0.399633512966183	0.728534285104467	0.860395694173149	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Gallibacterium	NA
3705	-1.00807251456777	0.648040447383133	0.13721717159411	0.347705648408375	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Pasteurella	NA
26797	-0.430658725782518	0.491646132511397	0.39259558962195	0.611745963530322	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Rodentibacter	NA
46360	-1.31483123274621	0.832135749252371	0.131503287830797	0.338151311564905	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__uncultured	NA
46273	0.00484637573319875	0.851911817359278	0.995523575631698	0.997434369442892	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Diaphorobacter	NA
46269	-0.396239476167844	0.897880317545796	0.664247155579327	0.819729576402967	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	NA
46327	0.61688913350522	0.712046829316194	0.397694171355714	0.616012930111819	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Hydrogenophilaceae	g__Hydrogenophilus	NA
3711	1.56758096519248	1.12994363130263	0.18228619433919	0.415517001943481	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	NA
26328	-0.380055075058609	0.845342444342402	0.658375013500727	0.819729576402967	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Beggiatoales	f__Beggiatoaceae	g__Beggiatoa	NA
25953	0.890949467084136	0.888778975732658	0.329416580451989	0.560115488586118	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Skermanella	NA
11439	-0.370074171994409	0.628421345551237	0.563249880545692	0.755826317853088	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales Incertae Sedis	g__Phreatobacter	NA
2642	0.0744109620642841	0.432031892079717	0.865174594887254	0.91891318638797	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rubellimicrobium	NA
1851	1.02950115456612	1.68679489512187	0.54927240936764	0.753200810815122	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	NA
1831	-1.12587302953027	0.828610737994371	0.191010967125438	0.431635172465275	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	NA
45286	-0.110163547130523	1.10047109575385	0.921366868891542	0.950500999133172	k__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella	NA
45150	0.533959159278136	0.333657610297538	0.12693187017763	0.331292181163614	k__Bacteria	p__Firmicutes	c__Bacilli	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	NA
45574	-0.0531782909296516	0.628188126050064	0.933471343300908	0.956243374707961	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__	g__Anaerococcus	NA
45587	-0.169700165077664	0.527225506529426	0.751256146678371	0.873409982500539	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__[Eubacterium] nodatum group	NA
45623	0.106110228048561	0.768806899411886	0.891757396033646	0.937424687942501	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Filifactor	NA
45629	0.21556897348506	1.16010685482774	0.854665286730697	0.91891318638797	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Peptostreptococcus	NA
45616	0.744282808095078	0.795011306930915	0.361566228678735	0.586141525994719	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__	g__Parvimonas	NA
45427	0.327701830990178	0.611790464446555	0.598761492519239	0.779435159838012	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella	NA
45444	-0.377876132209258	0.743104213292061	0.617271348087718	0.789160840577941	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum	NA
45502	-1.59083552135719	1.06718220490115	0.153359568845758	0.365541986015917	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__uncultured	NA
46624	0.680574745765075	1.19591182137773	0.576331836083422	0.764091709777051	k__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	NA
43698	0.308345815223855	1.12873738410027	0.78782628893812	0.892112220622822	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	NA
43354	0.283196182547426	0.581452416872864	0.632101322049882	0.798927094697429	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	NA
1686	-1.02177194706652	0.832704275935733	0.235610712562768	0.469885623440071	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Anoxybacillus	NA
1727	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Virgibacillus	NA
1722	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Tenuibacillus	NA
1700	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Halobacillus	NA
1707	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Oceanobacillus	NA
1729	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__uncultured	NA
1726	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Ureibacillus	NA
1718	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Saliterribacillus	NA
1684	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Amphibacillus	NA
1708	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Ornithinibacillus	NA
1767	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Solibacillus	NA
1762	0.483637392257115	0.251552497252882	0.070499100313029	0.2216899419482	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Lysinibacillus	NA
25618	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__[Renibacterium] salmoninarum group	NA
11273	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Psychrobacillus	NA
1768	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	NA
25617	0.644728863705136	0.489307886791995	0.20415166458804	0.441803363528753	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Savagea	NA
1764	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Planococcus	NA
11272	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Domibacillus	NA
1769	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Viridibacillus	NA
1754	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Bhargavaea	NA
1773	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Sporolactobacillaceae	g__Sporolactobacillus	NA
1852	0.577637108417049	0.517561636591319	0.279068626063319	0.518412180800899	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactovum	NA
45259	0.259701790540241	0.437853937002622	0.560477307763439	0.754044213021946	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Floricoccus	NA
1821	0.219943458829315	0.67941015787674	0.749875776369476	0.873409982500539	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Granulicatella	NA
11279	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Jeotgalibaca	NA
1808	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Globicatella	NA
1804	0.540487601816387	0.795637567223258	0.505581354333711	0.717156160223362	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	NA
45258	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Listeria	NA
45257	0.650341453863437	0.557006659417879	0.258216323809424	0.49737609235616	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Brochothrix	NA
1843	0.701461088767272	0.461381539455739	0.145794778817176	0.357472726938522	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
1841	0.145492244389408	0.123292695186489	0.25333890607083	0.49333652465754	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Leuconostoc	NA
45262	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Vagococcaceae	g__Vagococcus	NA
45277	-1.15492654055688	0.720524619958901	0.126360121659315	0.331292181163614	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	NA
45281	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__uncultured	NA
45274	-0.0539755984763521	0.34761826600618	0.878334355534448	0.929579997384946	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Cohnella	NA
45242	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium	NA
45221	0.542325507369166	0.359720920853965	0.149000300762337	0.361758869757861	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	NA
45182	0.452847585265965	0.804775174912624	0.58058022060649	0.765310290799464	k__Bacteria	p__Firmicutes	c__Bacilli	o__Brevibacillales	f__Brevibacillaceae	g__Brevibacillus	NA
45162	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Alicyclobacillales	f__Alicyclobacillaceae	g__Effusibacillus	NA
43534	0.808519772689612	0.391152923837937	0.0534236303729023	0.175390786507264	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	NA
43509	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Curtobacterium	NA
43493	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Agromyces	NA
43528	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Leucobacter	NA
43356	0.0296519635494245	0.273493420451285	0.914862543265091	0.950095780790887	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Gordonia	NA
43359	-0.00892923065948293	0.628372701166926	0.98881869253776	0.992621841355213	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Rhodococcus	NA
43344	-0.427236370322484	1.04706631951305	0.688062888443207	0.830574061976747	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	NA
43715	0.0048294963154376	0.295387773040534	0.987135284498428	0.992621841355213	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	NA
43648	0.525126286809649	0.305018027994788	0.102278228857303	0.29496815173211	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	NA
43314	-1.24380469547797	0.886350733523695	0.177546755716066	0.406488624928887	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	NA
43305	0.359659769246044	0.0793840129698924	0.000258911057694297	0.00097935921823495	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Microtrichaceae	g__Sva0996 marine group	NA
46221	-1.29076588187018	0.974815995682582	0.202034955476637	0.441803363528753	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia-Caballeronia-Paraburkholderia	NA
46388	0.354159220282518	0.864119352473611	0.686752596120006	0.830574061976747	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	NA
46419	0.439559960747225	0.530340952391065	0.418058820328998	0.634379954103886	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Propionivibrio	NA
