Representative_ASV	Beta	SE	P	FDR_BH	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7
3327	0.0911640082555275	1.2469297222141	0.942524267088463	0.969279087013264	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Succinivibrionaceae	g__Anaerobiospirillum	NA
3723	-0.892723116572589	0.702316672482291	0.219870391968873	0.404874605276015	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA
3818	0.601772984689055	0.606184126643236	0.334003399604303	0.521069014693006	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	NA
26151	-0.155833977408172	0.888567381297698	0.86274145022654	0.928601575339582	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	NA
26083	-0.558871600903031	0.815049277513834	0.501644956027571	0.674789550779404	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Pleomorphomonadaceae	g__Chthonobacter	NA
2852	0.839754306379721	1.05429728426555	0.436118040240898	0.624106326048141	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	NA
45860	-1.3410298251531	0.709447456748118	0.0749374886314181	0.192069509149896	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	NA
45867	-0.0530307210831201	0.667298257765299	0.937535027046661	0.969279087013264	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	NA
45872	0.60025954153764	0.8917058973216	0.509397663088714	0.682220017486607	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__uncultured	NA
43656	-0.299278772956776	1.01187917160342	0.770794231091103	0.880624465544701	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	NA
43329	-0.423175620989081	0.600225431739833	0.489816282934472	0.66200823037937	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	NA
43773	-0.379258533954885	0.579795883351619	0.521302236955301	0.689816215878061	k__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	NA
45003	-0.313387979755064	0.626026167086417	0.622719168455196	0.77200570759591	k__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	NA
47962	1.60115663707143	1.00531345219405	0.128637402290669	0.281304596981709	k__Nucletmycea	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	NA
44495	1.00301630019289	0.458828377180096	0.0422670609808184	0.13142053386932	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__uncultured	NA
44513	1.08102357444596	0.595013224444498	0.0859365045876371	0.209862107769809	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	NA
3704	-0.83346901015381	0.630658124519481	0.202858336707338	0.384186633590616	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Otariodibacter	NA
3706	-0.675139151732255	0.652927770542955	0.314821071945351	0.505123325293177	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Phocoenobacter	NA
3708	-0.3544729192894	0.49526407110088	0.483343255168523	0.65977788012805	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__uncultured	NA
14674	-0.809107701571606	0.485983990900394	0.113245130820124	0.251704997799416	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Frederiksenia	NA
3692	-1.30244451547904	0.507344975713079	0.0193900355167403	0.0716424039547092	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Avibacterium	NA
3697	0.0583101247212131	0.305647770330198	0.85083666860055	0.92567125130729	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Gallibacterium	NA
3705	-1.09142018210207	0.569511194560045	0.0713300658185237	0.187035979035668	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Pasteurella	NA
26797	-0.511038776945885	0.413632247358085	0.232530899844619	0.418702791175912	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Rodentibacter	NA
46360	-1.47300363453655	0.739425847186676	0.0617527216850674	0.171401456774651	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__uncultured	NA
46273	-0.120215452807936	0.749124752601055	0.874294498965705	0.936861713580953	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Diaphorobacter	NA
46269	-0.588633028809876	0.781608444626883	0.461124272154235	0.63995051428234	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	NA
46327	0.453338580500307	0.597188910498426	0.457606835664903	0.636621734702517	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Hydrogenophilaceae	g__Hydrogenophilus	NA
3711	1.1923467658662	0.999612061993066	0.248430900632568	0.436287600184973	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	NA
26328	-0.684869779656729	0.634757221716978	0.294857686590635	0.487545976750875	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Beggiatoales	f__Beggiatoaceae	g__Beggiatoa	NA
25953	0.566900023328723	0.672223438817163	0.410116330506501	0.603697059839438	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Skermanella	NA
11439	-0.451989805365936	0.56846075471896	0.436908088216983	0.624106326048141	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales Incertae Sedis	g__Phreatobacter	NA
2642	-0.00876225769230114	0.343139916918171	0.97990878285552	0.986500691098014	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rubellimicrobium	NA
1851	0.298494972566815	1.59945696073099	0.854043713527897	0.927387162208727	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	NA
1831	-1.32343668525984	0.709676896913426	0.0785925166705009	0.19787230967042	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	NA
45286	-0.502481713230086	0.879719717162635	0.5749380927757	0.729142013676612	k__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella	NA
45150	0.450279823861809	0.201489617016999	0.0383504335479369	0.124196471234681	k__Bacteria	p__Firmicutes	c__Bacilli	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	NA
45574	-0.139698807873123	0.521495289332836	0.791836341382423	0.88517657808762	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__	g__Anaerococcus	NA
45587	-0.254833459909658	0.439817687822719	0.569495856767339	0.728567344066581	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__[Eubacterium] nodatum group	NA
45623	-0.0159494290585359	0.671056451613638	0.981299457225792	0.986500691098014	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Filifactor	NA
45629	-0.407198829117698	0.939205583700809	0.669761799819838	0.799204740335757	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Peptostreptococcus	NA
45616	0.600221289735094	0.714030872142159	0.411594372469237	0.603697059839438	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__	g__Parvimonas	NA
45427	0.182763288855808	0.477826546085875	0.706577666480816	0.83066671947848	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella	NA
45444	-0.523393917614966	0.647328808742044	0.429335060128876	0.621607249906693	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum	NA
45502	-1.91294438576423	0.895754129670881	0.0467086356419937	0.142124137327778	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__uncultured	NA
46624	0.245532388299553	1.01392240890138	0.811393060093863	0.896471167365841	k__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	NA
43698	0.0760818278122532	1.0101823229306	0.94079487744197	0.969279087013264	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	NA
43354	0.140831919929833	0.470444151250754	0.768094855722672	0.880252760910014	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	NA
1686	-1.2650701163152	0.666958099457289	0.0740224613125435	0.192069509149896	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Anoxybacillus	NA
1727	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Virgibacillus	NA
1722	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Tenuibacillus	NA
1700	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Halobacillus	NA
1707	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Oceanobacillus	NA
1729	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__uncultured	NA
1726	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Ureibacillus	NA
1718	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Saliterribacillus	NA
1684	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Amphibacillus	NA
1708	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Ornithinibacillus	NA
1767	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Solibacillus	NA
1762	0.471928434281843	0.232346883734377	0.0572765817566563	0.165433375733693	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Lysinibacillus	NA
25618	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__[Renibacterium] salmoninarum group	NA
11273	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Psychrobacillus	NA
1768	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	NA
25617	0.629324076401101	0.476603224744897	0.203234053973243	0.384186633590616	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Savagea	NA
1764	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Planococcus	NA
11272	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Domibacillus	NA
1769	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Viridibacillus	NA
1754	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Bhargavaea	NA
1773	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Sporolactobacillaceae	g__Sporolactobacillus	NA
1852	0.562215692622799	0.504869081503399	0.280106414083922	0.475762834667916	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactovum	NA
45259	0.247869842336913	0.424693150408314	0.566701838852588	0.727885657578155	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Floricoccus	NA
1821	0.14654184970099	0.62204648000823	0.816417928631261	0.900274808897651	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Granulicatella	NA
11279	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Jeotgalibaca	NA
1808	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Globicatella	NA
1804	0.192384389767032	0.607071265165744	0.754961191164987	0.869580805208255	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	NA
45258	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Listeria	NA
45257	0.604828761772264	0.480171552164737	0.223898592260447	0.405727066866861	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Brochothrix	NA
1843	0.693324634974544	0.464306316222362	0.152694007162146	0.313656642870979	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
1841	0.137642656057226	0.114348079899314	0.244291178356071	0.431682237529827	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Leuconostoc	NA
45262	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Vagococcaceae	g__Vagococcus	NA
45277	-1.22315809106802	0.669967273920418	0.0845332794923322	0.20795030757312	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	NA
45281	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__uncultured	NA
45274	-0.0606633825609408	0.35292670981729	0.865444384876209	0.929128028291628	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Cohnella	NA
45242	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium	NA
45221	0.530308717386711	0.340296769778094	0.136553530993978	0.292101350133734	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	NA
45182	0.303041596915501	0.643580998309823	0.643391087787444	0.782242583228752	k__Bacteria	p__Firmicutes	c__Bacilli	o__Brevibacillales	f__Brevibacillaceae	g__Brevibacillus	NA
45162	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Firmicutes	c__Bacilli	o__Alicyclobacillales	f__Alicyclobacillaceae	g__Effusibacillus	NA
43534	0.793216011298097	0.376526503761245	0.049440028959831	0.147284693602847	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	NA
43509	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Curtobacterium	NA
43493	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Agromyces	NA
43528	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Leucobacter	NA
43356	0.0229325632652077	0.278477587502826	0.935277421190482	0.969279087013264	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Gordonia	NA
43359	-0.0765941021486306	0.572990510676893	0.895143329689148	0.943215841839121	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Rhodococcus	NA
43344	-0.572506011401922	0.965321391795905	0.560510895094481	0.727885657578155	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	NA
43715	-0.00187790729608776	0.300485943890888	0.995082342378687	0.995144555349556	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	NA
43648	0.459164238813634	0.206146135239651	0.0389216117997184	0.125120527097183	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	NA
43314	-1.38960679783536	0.785266004998484	0.0937321811149643	0.222223379393394	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	NA
43305	0.351810180913863	0.0713807587082163	0.000108372624306536	0.000443626066405892	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Microtrichaceae	g__Sva0996 marine group	NA
46221	-1.34514848588826	0.940659264579788	0.169844364247891	0.342339758043866	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia-Caballeronia-Paraburkholderia	NA
