Representative_ASV	Beta	SE	P	FDR_BH	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7
45756	0.305375641310059	1.33292133773286	0.821372164023373	0.899656785103343	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	NA
45784	-1.59010845930044	1.03739375997108	0.142715023966092	0.304138009875304	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Megasphaera	NA
45786	-0.704981255437517	0.873771266883668	0.430299165887144	0.606405903108868	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Veillonella	NA
45748	0.338154849235876	1.34628164291836	0.804522382196699	0.885441461257102	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	NA
1837	0.106887364558178	0.407094706584994	0.795870159695166	0.883051672948681	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	NA
1853	0.512361142827679	0.720961101440976	0.486399436687527	0.657390212530173	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	NA
45220	0.999240243756233	0.587861670982039	0.106385583003545	0.253024823399537	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dubosiella	NA
45226	-0.613856451347777	0.843873660757998	0.476320371648598	0.649587473437323	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalibaculum	NA
1688	0.192093710090008	0.74590327330923	0.799689486183784	0.883764452591867	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA
1696	-0.941668750987193	0.986125384837085	0.352268840507119	0.53745012956233	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	NA
45295	0.0155899375757582	0.773133789385612	0.984133908974674	0.990809489074282	k__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	NA
45329	0.49320772366156	1.2078743615181	0.687850072487221	0.812005583496325	k__Bacteria	p__Firmicutes	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__Christensenellaceae R-7 group	NA
45479	-0.0107417541471525	0.676138234340916	0.98749937535879	0.990809489074282	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Stomatobaculum	NA
45473	-1.27865025080557	0.694508503060518	0.0821524395802734	0.213446292790756	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oribacterium	NA
45584	0.113762826747867	0.538297221987192	0.834997599982401	0.908439071491369	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Mogibacterium	NA
45617	0.113546520918635	0.618442452271303	0.856379031203067	0.924197714130539	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Peptoniphilus	NA
46354	-0.697582410785585	0.94890446371254	0.471721740955602	0.645215554335907	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	NA
46315	-0.516173905555615	0.663600349038003	0.44676832358743	0.622486141574062	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__uncultured	NA
46260	0.137728049344814	0.859583558448675	0.874487066026418	0.933551858478483	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Acidovorax	NA
46298	-0.661200175894274	0.597450569196882	0.282994042942853	0.463759651826585	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhodoferax	NA
46272	0.325630493544674	0.911712163238903	0.725122402401437	0.840314963271727	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Delftia	NA
46230	0.296982871159996	0.989422505731481	0.767495708643029	0.868200910969947	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Ralstonia	NA
3698	-0.063693060065172	0.692701478848846	0.927754333971428	0.963306963557924	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	NA
3690	-1.30099012782571	0.768270232006539	0.107613369530207	0.253024823399537	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Actinobacillus	NA
3691	-1.41623777966671	0.804911397944427	0.0954787513012573	0.234057339989474	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Aggregatibacter	NA
46463	-1.74644093503338	1.337020742404	0.207924440331561	0.382877043846791	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
26828	-0.184087403851835	1.31157620821295	0.889937525945564	0.939796857103905	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Steroidobacter	NA
3327	-0.0838123855126407	1.25725997056084	0.947585071444009	0.971488118291245	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Succinivibrionaceae	g__Anaerobiospirillum	NA
3723	-0.540602163503404	0.791050039171012	0.503058025015982	0.671449745961848	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA
3818	0.536580192455653	0.612505682135829	0.392548734007259	0.564040983964976	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	NA
26151	0.130387384048459	0.926813926931598	0.889682416811107	0.939796857103905	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	NA
26083	-0.431777110336763	0.827593202219875	0.608221692808309	0.755629133641764	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Pleomorphomonadaceae	g__Chthonobacter	NA
2852	1.14867201601417	1.07602320645132	0.299847792987485	0.477908667254563	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	NA
45860	-1.50424506281368	0.707080002896967	0.0474659320795783	0.148396238204835	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	NA
45867	0.283278145758452	0.73231507085191	0.703420497652492	0.826955089182371	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	NA
45872	0.585039409178139	0.892377073196932	0.520375838727037	0.688590354036474	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__uncultured	NA
43656	-0.0306468082613548	1.043852186623	0.976901079812291	0.985561550378003	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	NA
43329	-0.351671128135943	0.606347022036629	0.569115492839878	0.724444553525483	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	NA
43773	-0.308792936270623	0.585696704124979	0.604476582291327	0.752619639658129	k__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	NA
45003	-0.215426354757006	0.634722504468951	0.738234440558045	0.846885880398242	k__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	NA
47962	1.41301161472326	1.03536819059619	0.189152379976005	0.359958876944304	k__Nucletmycea	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	NA
44495	1.29664057767371	0.495635674501757	0.017495889355146	0.0646439028771305	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__uncultured	NA
44513	1.40585076162801	0.630925459963	0.0388544060784785	0.12490484213929	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	NA
3704	-0.635257787029633	0.668585383812407	0.354619286801239	0.53745012956233	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Otariodibacter	NA
3706	-0.357525803549209	0.727691896104633	0.629140857722715	0.769851931277903	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Phocoenobacter	NA
3708	-0.0759412831683555	0.563307151155163	0.894255560907923	0.939796857103905	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__uncultured	NA
14674	-0.713936492612099	0.501861581462077	0.171958390789996	0.338786788476768	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Frederiksenia	NA
3692	-1.11851896019841	0.557351123139546	0.0600253474937659	0.171630264944486	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Avibacterium	NA
3697	0.179387795261313	0.322759843264327	0.585194977530837	0.736816393695104	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Gallibacterium	NA
3705	-0.967370173032124	0.592872376220312	0.120121301416661	0.272627089151413	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Pasteurella	NA
26797	-0.312131777867487	0.462086917452364	0.507954715927185	0.67529493776301	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Rodentibacter	NA
46360	-1.34262142130171	0.762541219494507	0.0952655998186843	0.234057339989474	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__uncultured	NA
46273	-0.189063358758643	0.7509985733357	0.804086733714821	0.885441461257102	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Diaphorobacter	NA
46269	-0.49469945588854	0.789936576624748	0.539010942632415	0.703854581047854	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	NA
46327	0.565370330819534	0.600724262535287	0.359089364038578	0.53745012956233	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Hydrogenophilaceae	g__Hydrogenophilus	NA
3711	1.08511487562389	1.01117780824868	0.297394068084534	0.477908667254563	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	NA
26328	-0.927625549440011	0.656372006150584	0.174638895414028	0.342653556864076	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Beggiatoales	f__Beggiatoaceae	g__Beggiatoa	NA
25953	0.727549155119669	0.679762609881942	0.298627430764908	0.477908667254563	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Skermanella	NA
11439	-0.650141007185873	0.586599013788735	0.282312585410034	0.463759651826585	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales Incertae Sedis	g__Phreatobacter	NA
2642	0.123174538818952	0.3627308345845	0.738106189908402	0.846885880398242	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rubellimicrobium	NA
1851	0.0234184811003077	1.62078332212935	0.988630821130715	0.990809489074282	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	NA
1831	-1.31044283203793	0.711115256771605	0.0818910951172688	0.213446292790756	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	NA
45286	-0.443602290777356	0.883132257839779	0.621541976610216	0.764330032101357	k__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella	NA
45150	0.522809510810195	0.202754971242775	0.0189341120607247	0.0689727323432592	k__Bacteria	p__Firmicutes	c__Bacilli	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	NA
45574	0.0515034506649724	0.551087955244874	0.926572310358462	0.963306963557924	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__	g__Anaerococcus	NA
45587	-0.240865789173115	0.440441413095026	0.591181491969018	0.740772968741454	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__[Eubacterium] nodatum group	NA
45623	0.103719840792903	0.679558520196117	0.880389304818574	0.938092723673724	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Filifactor	NA
45629	-0.80998788221708	0.995776748339805	0.426604934876497	0.603826387922206	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Peptostreptococcus	NA
45616	0.436687527075242	0.736066789815454	0.560380838974609	0.723031059810777	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__	g__Parvimonas	NA
45427	0.398736578803674	0.510532418909388	0.444941321955239	0.622043273200321	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella	NA
45444	-0.371040239148038	0.667954429191684	0.585399881806333	0.736816393695104	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum	NA
45502	-2.17948057345369	0.895341098705069	0.0255611668104442	0.0903372913984022	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__uncultured	NA
46624	0.378092397532764	1.01894659790633	0.714922552164116	0.831883296894441	k__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	NA
43698	0.313463718918231	1.03092738532491	0.764569212302581	0.866613310358902	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	NA
43354	0.132625869014575	0.470636915422678	0.78131051814673	0.875373513257312	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	NA
1686	-1.16500817462853	0.683211732377686	0.105355812140102	0.25294285699459	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Anoxybacillus	NA
1727	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Virgibacillus	NA
1722	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Tenuibacillus	NA
1700	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Halobacillus	NA
1707	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Oceanobacillus	NA
1729	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__uncultured	NA
1726	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Ureibacillus	NA
1718	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Saliterribacillus	NA
1684	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Amphibacillus	NA
1708	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Ornithinibacillus	NA
1767	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Solibacillus	NA
1762	0.553117565398243	0.234340976933713	0.0297481454667964	0.102586028912771	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Lysinibacillus	NA
25618	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__[Renibacterium] salmoninarum group	NA
11273	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Psychrobacillus	NA
1768	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	NA
25617	0.551013713676129	0.48729148638651	0.272994737235715	0.455524942777483	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Savagea	NA
1764	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Planococcus	NA
11272	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Domibacillus	NA
1769	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Viridibacillus	NA
1754	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Bhargavaea	NA
1773	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Sporolactobacillaceae	g__Sporolactobacillus	NA
1852	0.482574872020986	0.514645250138048	0.360818891903006	0.53745012956233	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactovum	NA
45259	0.266830541587301	0.424411380400612	0.53743796140368	0.703854581047854	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Floricoccus	NA
1821	0.204375830912548	0.623404044785536	0.74681631060598	0.853500825879772	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Granulicatella	NA
11279	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Jeotgalibaca	NA
1808	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Globicatella	NA
1804	0.192075670623606	0.607076762192605	0.755342921254983	0.861302850088347	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	NA
45258	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Listeria	NA
45257	0.739178023884833	0.485532513046044	0.145281705779206	0.307008697883531	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Brochothrix	NA
1843	0.52810881752797	0.499791061576066	0.304643322231285	0.482846936906968	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
1841	0.199340155807319	0.12299522488612	0.122464798301601	0.272627089151413	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Leuconostoc	NA
45262	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Vagococcaceae	g__Vagococcus	NA
45277	-1.29876920683267	0.66564227053911	0.066780619971964	0.182147678325814	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	NA
45281	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__uncultured	NA
45274	-0.151263621834174	0.361118955878742	0.680263507184662	0.807170721306804	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Cohnella	NA
45242	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium	NA
45221	0.634849961745058	0.343865401994772	0.0813719561039912	0.213367018539958	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	NA
45182	0.236393214042098	0.648025201899282	0.719518723645906	0.835522762764327	k__Bacteria	p__Firmicutes	c__Bacilli	o__Brevibacillales	f__Brevibacillaceae	g__Brevibacillus	NA
45162	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Firmicutes	c__Bacilli	o__Alicyclobacillales	f__Alicyclobacillaceae	g__Effusibacillus	NA
43534	0.778018869309621	0.378541118657358	0.0546543654684706	0.160922333888075	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	NA
43509	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Curtobacterium	NA
43493	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Agromyces	NA
43528	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Leucobacter	NA
43356	-0.0425888922601815	0.284772747336516	0.882779477791307	0.938881351146269	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Gordonia	NA
43359	-0.157426033430415	0.57686441406778	0.788036695841634	0.879201725360569	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Rhodococcus	NA
43344	-0.447216786962047	0.975791825671357	0.652213486985132	0.787918204022378	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	NA
43715	-0.0748425039898654	0.307354243834528	0.810367265821115	0.89015245994636	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	NA
43648	0.53524769174275	0.207775117366281	0.0190311405586849	0.0689727323432592	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	NA
43314	-1.24536946564828	0.809497925425028	0.141333253996873	0.303679668851014	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	NA
43305	0.384952010683071	0.068294687608692	2.39199201184185e-05	9.79167953048931e-05	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Microtrichaceae	g__Sva0996 marine group	NA
