Representative_ASV	Beta	SE	P	FDR_BH	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7
44204	-0.596849399611214	1.15251621825826	0.610858119930638	0.806900958420006	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga	NA
45758	-1.8464243059479	1.05799909461093	0.0979971220081776	0.265599479039646	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Pectinatus	NA
45756	-2.29867283141163	1.24420786952631	0.0811778425586519	0.240151117569345	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	NA
45784	-1.52980828127218	1.07583817149472	0.172132256425248	0.37175331425681	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Megasphaera	NA
45786	-0.967088938537827	0.887776674766873	0.290374656850672	0.55532931007132	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Veillonella	NA
45748	-2.23007236025715	1.25721119151233	0.0930102442895303	0.256455430856569	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	NA
1837	0.766421285793472	0.525729535182627	0.162116054814464	0.355016519793752	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	NA
1853	1.11329050021951	0.613139609365486	0.0861090945947439	0.246381990465186	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	NA
45220	-0.00634553913052674	0.710723397556217	0.992974566807094	0.994725844702697	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dubosiella	NA
45226	-0.524034142092249	0.962862099856704	0.592950619831931	0.79205478505134	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalibaculum	NA
1688	0.712278896189664	0.735946043055195	0.345949135136178	0.597126226298463	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA
1696	0.341174535402654	0.962112282048406	0.727002457119478	0.855340318215895	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	NA
45295	0.584447852692394	0.718264144850547	0.426453224542932	0.674722650530322	k__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	NA
45329	-2.18974550928506	1.1279680571115	0.0680414789103221	0.215908156542251	k__Bacteria	p__Firmicutes	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__Christensenellaceae R-7 group	NA
45479	0.354148676411945	0.736826363857434	0.636561868492998	0.819880139011389	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Stomatobaculum	NA
45473	-0.35304168831676	0.839096784561791	0.678925456269102	0.83289343231285	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oribacterium	NA
45584	-0.634345268904897	0.609034629216105	0.311404793905897	0.57105244017904	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Mogibacterium	NA
45617	0.762690201850566	0.684584571289602	0.279895485054788	0.540750460922175	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Peptoniphilus	NA
46354	-0.576583722747766	0.984292995063556	0.565293477221131	0.784157219791757	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	NA
46315	-0.279508880388651	0.73676319724061	0.708848551990986	0.844617651920205	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__uncultured	NA
46260	-0.225669693328684	0.985767025001556	0.821505734195483	0.897337032736604	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Acidovorax	NA
46298	-0.495529985566406	0.643526366546339	0.451274652794799	0.697467365731273	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhodoferax	NA
46272	-0.0803109682943944	0.999517639998662	0.936845733836078	0.965689355789655	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Delftia	NA
46230	1.93596777849534	1.00681373005993	0.070464983925282	0.221005678851135	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Ralstonia	NA
3698	0.0705000554851648	0.725385209097568	0.923649665754149	0.960866318953035	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	NA
3690	-1.4531670973821	0.821332874424154	0.0937872316451457	0.25734853900697	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Actinobacillus	NA
3691	-1.11770253681874	0.910284656201271	0.235314501934779	0.486920627459534	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Aggregatibacter	NA
46463	-1.93641676027909	1.27606830199899	0.146511069940605	0.332873150905055	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
26828	-2.51912919457779	1.18371882738348	0.0473964641532569	0.163627783770993	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Steroidobacter	NA
3327	-2.32713927175546	1.15176050837468	0.0584654124429163	0.191955805014893	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Succinivibrionaceae	g__Anaerobiospirillum	NA
3723	1.77615338386317	0.778930641143903	0.0349977918305844	0.125814846580835	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA
3818	0.751339173531865	0.627792634698421	0.246912011423154	0.502673915728859	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	NA
26151	0.855732917010391	1.01892404643366	0.412014768174154	0.658830924122087	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	NA
26083	-0.0233094727609381	0.972917166450915	0.981149450460548	0.986359093560338	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Pleomorphomonadaceae	g__Chthonobacter	NA
2852	0.294201217744362	1.1226840996133	0.796257014295517	0.886241893782457	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	NA
45860	-0.926069857102918	0.759525804448499	0.238477582613783	0.490779952625466	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	NA
45867	-1.50585756170194	0.654104348735398	0.0334809476130256	0.124822184271314	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	NA
45872	-0.650812040220045	0.928847546381489	0.492470028293681	0.724253181573769	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__uncultured	NA
43656	0.246217118392344	1.05103351895493	0.817425557267849	0.894600609880806	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	NA
43329	-1.02643677403553	0.608573246833761	0.108928878540179	0.285122594519915	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	NA
43773	-0.986167323276117	0.591391581034778	0.112711063680478	0.288377856623925	k__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	NA
45003	-1.04174298888057	0.639815834993273	0.120860675482944	0.294630316198766	k__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	NA
47962	-1.24325198630933	1.02971763021489	0.242915586997553	0.496316738901475	k__Nucletmycea	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	NA
44495	1.75726506201649	0.759821856285323	0.0327718236038918	0.124095972046737	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__uncultured	NA
44513	1.38298903253766	0.882815940893566	0.134627432511401	0.314292500045118	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	NA
3704	-0.984624587219423	0.687237624675363	0.169075180022783	0.367949050777551	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Otariodibacter	NA
3706	-0.165419028893925	0.791142305858341	0.836726919093924	0.903537813774428	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Phocoenobacter	NA
3708	-0.567518864623923	0.564682099250594	0.328205712456819	0.577154317880722	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__uncultured	NA
14674	-0.52099717530672	0.555257739986328	0.360512151883906	0.604043959498699	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Frederiksenia	NA
3692	-0.946539430957758	0.609520061089041	0.137846236778106	0.316990536396616	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Avibacterium	NA
3697	-0.335410872284139	0.371033473551913	0.377940292676778	0.625860309738804	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Gallibacterium	NA
3705	-0.536520154032789	0.648037818672754	0.418560882945303	0.665945606478802	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Pasteurella	NA
26797	-0.170961228810232	0.47413115239145	0.722611738626824	0.855340318215895	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Rodentibacter	NA
46360	-0.588687434752309	0.837134040960545	0.49091661586255	0.724253181573769	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__uncultured	NA
46273	-0.967288095139924	0.782027167311551	0.232020142072182	0.486477516984634	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Diaphorobacter	NA
46269	-0.888791961012586	0.840463685389792	0.304269115735363	0.564787116789824	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	NA
46327	-1.31284127841834	0.620430595061745	0.0485409513155856	0.166091929802727	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Hydrogenophilaceae	g__Hydrogenophilus	NA
3711	0.194073734425165	1.13709028007102	0.866382581362738	0.923274495711136	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	NA
26328	1.27103435219638	0.759981304783366	0.111726203372979	0.28820425660811	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Beggiatoales	f__Beggiatoaceae	g__Beggiatoa	NA
25953	0.628472565865226	0.857845378462595	0.473224763687419	0.715014706126668	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Skermanella	NA
11439	0.0147179520594226	0.609188183912071	0.980990854129865	0.986359093560338	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales Incertae Sedis	g__Phreatobacter	NA
2642	-0.385910768813558	0.399389906488501	0.346722666668248	0.597126226298463	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rubellimicrobium	NA
1851	3.93698258029241	1.31852608306024	0.0079246584931525	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	NA
1831	0.462066060063833	0.829989353823259	0.584579380825646	0.79205478505134	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	NA
45286	0.242249726206096	0.933436319132971	0.798175497622779	0.886241893782457	k__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella	NA
45150	-0.116570111777741	0.334920397911769	0.731837503317689	0.855340318215895	k__Bacteria	p__Firmicutes	c__Bacilli	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	NA
45574	0.139776978621471	0.595147214342745	0.816967473559569	0.894600609880806	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__	g__Anaerococcus	NA
45587	-0.716816724692663	0.478279316690356	0.151274375777472	0.338050275756553	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__[Eubacterium] nodatum group	NA
45623	-0.570140369835381	0.717869672869755	0.437418571065351	0.682565242761317	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Filifactor	NA
45629	0.704096291804819	1.05521682991746	0.513074782569914	0.744898485793927	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Peptostreptococcus	NA
45616	0.318357975803919	0.774485809079679	0.685883039040006	0.83906829261961	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__	g__Parvimonas	NA
45427	0.604382789857887	0.568655609038997	0.30191202730951	0.562249283645252	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella	NA
45444	-0.504049326856113	0.706660696281032	0.484816306627958	0.724253181573769	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum	NA
45502	-0.31033466522605	1.08735399378315	0.778593168413328	0.872270058498561	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__uncultured	NA
46624	0.655320140823972	1.14057626768477	0.572705914140056	0.791476786451464	k__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	NA
43698	-1.68131116035884	1.00652908552987	0.112135811109846	0.28820425660811	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	NA
43354	-0.2584818994998	0.558538762546053	0.64906606515482	0.820378860870525	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	NA
1686	1.32817678919395	0.770163120056149	0.101740243453417	0.273878949201616	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Anoxybacillus	NA
1727	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Virgibacillus	NA
1722	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Tenuibacillus	NA
1700	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Halobacillus	NA
1707	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Oceanobacillus	NA
1729	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__uncultured	NA
1726	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Ureibacillus	NA
1718	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Saliterribacillus	NA
1684	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Amphibacillus	NA
1708	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Ornithinibacillus	NA
1767	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Solibacillus	NA
1762	0.425811374777234	0.234879547559478	0.086560495547249	0.246381990465186	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Lysinibacillus	NA
25618	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__[Renibacterium] salmoninarum group	NA
11273	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Psychrobacillus	NA
1768	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	NA
25617	1.00810781391215	0.423338860641129	0.0284971358240598	0.110111381959633	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Savagea	NA
1764	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Planococcus	NA
11272	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Domibacillus	NA
1769	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Viridibacillus	NA
1754	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Bhargavaea	NA
1773	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Sporolactobacillaceae	g__Sporolactobacillus	NA
1852	1.06443821155266	0.44116999089633	0.0267171807522124	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactovum	NA
45259	0.766348352191168	0.377071271436357	0.0571401562190185	0.188695399606991	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Floricoccus	NA
1821	1.73948137747918	0.501438596717198	0.002738952304507	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Granulicatella	NA
11279	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Jeotgalibaca	NA
1808	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Globicatella	NA
1804	0.0408424671394288	0.661442375247942	0.951444321583062	0.973730404791314	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	NA
45258	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Listeria	NA
45257	-0.325556208546884	0.539033343294598	0.553404683552435	0.776132988290822	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Brochothrix	NA
1843	-0.401280246584488	0.458971559673539	0.393469305243224	0.642019539004369	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
1841	0.0707264796676405	0.11377302881475	0.541969090573311	0.770185128385475	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Leuconostoc	NA
45262	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Vagococcaceae	g__Vagococcus	NA
45277	0.718157926119561	0.721335656376835	0.33264355655294	0.582884457403747	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	NA
45281	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__uncultured	NA
45274	-0.175753406546714	0.333512734146257	0.604644403296734	0.80055482767493	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Cohnella	NA
45242	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium	NA
45221	0.532586588570795	0.334818520699041	0.12909269039786	0.304251652058028	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	NA
45182	1.45231458553688	0.694690711945853	0.0510214197398381	0.171480274628568	k__Bacteria	p__Firmicutes	c__Bacilli	o__Brevibacillales	f__Brevibacillaceae	g__Brevibacillus	NA
45162	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Firmicutes	c__Bacilli	o__Alicyclobacillales	f__Alicyclobacillaceae	g__Effusibacillus	NA
43534	0.721215789531681	0.373020822215129	0.0690661500149689	0.217942073380568	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	NA
43509	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Curtobacterium	NA
43493	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Agromyces	NA
43528	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Leucobacter	NA
43356	-0.0996523251032576	0.263105082078827	0.709300387263975	0.844617651920205	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Gordonia	NA
43359	0.0531298309855306	0.604282314260358	0.930909297485681	0.965689355789655	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Rhodococcus	NA
43344	-0.241651697270307	1.00181164504799	0.812115060699565	0.892226991252134	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	NA
43715	-0.122240770286186	0.283874395393968	0.671859903268768	0.829488554731254	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	NA
43648	0.501803840046427	0.287007547020152	0.0974290886626474	0.265599479039646	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	NA
43314	-0.142692921406261	0.8924809317145	0.874753378028019	0.925854407614705	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	NA
43305	0.200654778080667	0.0841323630244286	0.0282841551073265	0.110036986992887	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Microtrichaceae	g__Sva0996 marine group	NA
46221	0.732946866861599	0.963929729120362	0.456876392941361	0.699476526120466	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia-Caballeronia-Paraburkholderia	NA
46388	1.47711388158643	0.752912832488557	0.0654306337267102	0.209969491281194	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	NA
