Representative_ASV	Beta	SE	P	FDR_BH	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7
43656	0.684271412636283	1.17427068708932	0.567310610475405	0.74177429437784	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	NA
43329	-0.332345870437202	0.685723133084065	0.633759424738974	0.772608829921122	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	NA
43773	-0.289536922429722	0.666298581825594	0.669057111377375	0.792567697049801	k__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	NA
45003	-0.195585576327718	0.723245836349412	0.789907731911774	0.858978984004827	k__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	NA
47962	1.43271213467143	1.08330587311007	0.202548085896948	0.395660294043406	k__Nucletmycea	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	NA
44495	2.01762928974181	0.898551532304013	0.0375385117191242	0.134668424478825	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__uncultured	NA
44513	1.92237015170768	0.977856129689956	0.0649282999780516	0.202633375755678	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	NA
3704	-0.526152548901427	0.77929839370144	0.508153851415705	0.693202355861488	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Otariodibacter	NA
3706	0.0178944821689444	0.917528270629609	0.984654469537805	0.986316692092333	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Phocoenobacter	NA
3708	0.0314637671802474	0.671375398404533	0.963137158497964	0.97689626076222	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__uncultured	NA
14674	-0.668288667101811	0.583527511662181	0.267102530787482	0.448858690790797	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Frederiksenia	NA
3692	-0.933634177853733	0.679646397665666	0.18640089810196	0.379472670333947	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Avibacterium	NA
3697	0.221054642032722	0.412803633187392	0.598861729300691	0.764154718883118	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Gallibacterium	NA
3705	-0.920405349141927	0.669338673301258	0.185976803462858	0.379472670333947	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Pasteurella	NA
26797	-0.269638893141929	0.531436016801162	0.61804971327215	0.764154718883118	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Rodentibacter	NA
46360	-1.1919499525075	0.858948046332661	0.182173285696395	0.378409625968618	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__uncultured	NA
46273	-0.0896787158861783	0.854445308356467	0.917571847341419	0.937375556276846	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Diaphorobacter	NA
46269	-0.298883115899847	0.915714970443561	0.747891327325707	0.838965837267309	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	NA
46327	0.718364741896103	0.721181996096204	0.332407694740087	0.517281015376355	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Hydrogenophilaceae	g__Hydrogenophilus	NA
3711	1.5313185787679	1.13717764433466	0.19482289752942	0.388278616830563	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	NA
26328	-0.57669521381848	0.855718540567333	0.508917926750423	0.693202355861488	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Beggiatoales	f__Beggiatoaceae	g__Beggiatoa	NA
25953	1.10809096371089	0.908773058648117	0.238458087616049	0.424589949109454	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Skermanella	NA
11439	-0.608459567030362	0.645256945624624	0.358180417581474	0.549855343746696	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales Incertae Sedis	g__Phreatobacter	NA
2642	0.165681321232366	0.447687975091474	0.715639911103421	0.824058228608895	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rubellimicrobium	NA
1851	0.636317009159292	1.68609310011672	0.710295610835973	0.82168616487746	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	NA
1831	-1.10557810670536	0.84041667492009	0.204848977245099	0.395660294043406	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	NA
45286	-0.305510035775239	0.98185420787228	0.759256590389023	0.842506351466841	k__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella	NA
45150	0.566033769647138	0.335279817660327	0.108614030418581	0.292326881654968	k__Bacteria	p__Firmicutes	c__Bacilli	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	NA
45574	0.102838702059847	0.652428069521205	0.876507368710755	0.916862219940532	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__	g__Anaerococcus	NA
45587	-0.195499176001286	0.530330119545116	0.716698529811257	0.824058228608895	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__[Eubacterium] nodatum group	NA
45623	0.199280135326932	0.776030509128412	0.800249913755856	0.865794192406335	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Filifactor	NA
45629	-0.406964995200798	1.15579177333485	0.72884509063524	0.829627277516666	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Peptostreptococcus	NA
45616	0.565060088871148	0.813093059965098	0.495959720140377	0.678807520577673	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__	g__Parvimonas	NA
45427	0.531689318450598	0.645314898379124	0.420767380409678	0.609683347124227	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella	NA
45444	-0.241138225094727	0.769033897344167	0.757459814311276	0.842506351466841	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum	NA
45502	-1.80124620907142	1.07049244119709	0.109711182265468	0.292563152707914	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__uncultured	NA
46624	0.853730237342011	1.20786051285801	0.488733178207252	0.675426874018781	k__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Treponema	NA
43698	0.562632315909462	1.16134720084454	0.633898290335873	0.772608829921122	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	NA
43354	0.258125624532803	0.5863957833294	0.665039711964788	0.791913116134171	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	NA
1686	-0.893399997583716	0.861329078407775	0.313360739356419	0.504844547275086	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Anoxybacillus	NA
1727	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Virgibacillus	NA
1722	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Tenuibacillus	NA
1700	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Halobacillus	NA
1707	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Oceanobacillus	NA
1729	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__uncultured	NA
1726	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Ureibacillus	NA
1718	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Saliterribacillus	NA
1684	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Amphibacillus	NA
1708	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Ornithinibacillus	NA
1767	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Solibacillus	NA
1762	0.495212005676491	0.248246683856333	0.0614277961209388	0.194921721769236	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Lysinibacillus	NA
25618	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__[Renibacterium] salmoninarum group	NA
11273	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Psychrobacillus	NA
1768	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	NA
25617	0.495788572239298	0.502996865348854	0.337360256658828	0.522127045728104	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Savagea	NA
1764	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Planococcus	NA
11272	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Domibacillus	NA
1769	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Viridibacillus	NA
1754	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Bhargavaea	NA
1773	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Sporolactobacillaceae	g__Sporolactobacillus	NA
1852	0.427416294612409	0.529895033751161	0.430422857906135	0.620508079417982	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactovum	NA
45259	0.209344915868623	0.435512339026023	0.636529859771003	0.772608829921122	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Floricoccus	NA
1821	0.23447576965163	0.679376717385148	0.733994161762981	0.833817367762746	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Granulicatella	NA
11279	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Jeotgalibaca	NA
1808	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Globicatella	NA
1804	0.273566331218219	0.690774333716787	0.696739061507558	0.807669838329913	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	NA
45258	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Listeria	NA
45257	0.726792305623401	0.557590880982708	0.2088472354519	0.39673989878488	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Brochothrix	NA
1843	0.465375825101956	0.507436095306414	0.371209047124474	0.562257970044536	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	NA
1841	0.136402768726457	0.123006137094139	0.282065720630517	0.465409988342606	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Leuconostoc	NA
45262	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Vagococcaceae	g__Vagococcus	NA
45277	-1.2726286643717	0.719138518094803	0.0937223885455965	0.271603656601525	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	NA
45281	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__uncultured	NA
45274	-0.215711354436907	0.362589100650236	0.559302528858353	0.737085467265765	k__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Cohnella	NA
45242	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium	NA
45221	0.577346785517692	0.35857920590366	0.124773888112553	0.313591010831549	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	NA
45182	0.369332665172616	0.807635187216147	0.652925698015287	0.784450230342747	k__Bacteria	p__Firmicutes	c__Bacilli	o__Brevibacillales	f__Brevibacillaceae	g__Brevibacillus	NA
45162	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Firmicutes	c__Bacilli	o__Alicyclobacillales	f__Alicyclobacillaceae	g__Effusibacillus	NA
43534	0.72244617087222	0.395664992771739	0.0845011019995376	0.253950401776388	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	NA
43509	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Curtobacterium	NA
43493	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Agromyces	NA
43528	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Leucobacter	NA
43356	-0.106995523803398	0.286213431709424	0.712896764800051	0.82301902928136	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Gordonia	NA
43359	-0.136503708932242	0.636457646193247	0.832588321928944	0.887261101042477	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Rhodococcus	NA
43344	-0.314916440391552	1.05990767107522	0.769778812265978	0.84899876770306	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	NA
43715	-0.139264731207581	0.308806389300034	0.657391390216809	0.784450230342747	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	NA
43648	0.553667748191255	0.307380588238689	0.0884412004118872	0.263008386565193	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	NA
43314	-1.11207634342593	0.91431386587739	0.239582035373668	0.425258112788261	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	NA
43305	0.322014623602209	0.0683930713755947	0.000175237681335898	0.000721268137672391	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Microtrichaceae	g__Sva0996 marine group	NA
46221	-1.52309852332399	0.976115837045563	0.13608241821686	0.329607397048028	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia-Caballeronia-Paraburkholderia	NA
46388	0.158184660249991	0.878559556716461	0.859124794629078	0.906223145111733	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	NA
